City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,san cristobal,7.7669,-72.225,18.32,82,100,1.14,VE,1675668388
84,laguna,38.421,-121.4238,7.4,93,0,0.0,US,1675668341
85,fairbanks,64.8378,-147.7164,-20.81,77,75,3.09,US,1675668300
86,salinopolis,-0.6136,-47.3561,24.71,89,96,3.49,BR,1675668388
87,tiksi,71.6872,128.8694,-30.87,100,100,1.23,RU,1675668389
88,sorland,67.667,12.6934,5.92,90,100,16.46,NO,1675668389
89,luderitz,-26.6481,15.1594,18.63,79,44,1.41,NA,1675668389
90,payo,-3.7508,103.6372,34.0,39,99,3.01,ID,1675668390
91,necochea,-38.5473,-58.7368,19.97,82,6,5.06,AR,1675668390
92,vao,-22.6667,167.4833,26.28,83,61,7.21,NC,1675668390
93,ossora,59.2353,163.0719,-25.22,87,25,2.15,RU,1675668390
94,gangawati,15.4333,76.5333,31.37,27,75,3.18,IN,1675668391
95,faanui,-16.4833,-151.75,27.56,73,13,6.36,PF,1675668325
96,hasaki,35.7333,140.8333,12.34,58,100,2.62,JP,1675668391
97,kavieng,-2.5744,150.7967,28.48,74,67,3.57,PG,1675668194
98,ponta do sol,32.6667,-17.1,15.35,60,3,3.07,PT,1675668391
99,dikson,73.5069,80.5464,-17.99,97,99,1.41,RU,1675668392
100,batagay-alyta,67.8006,130.4114,-36.88,100,97,1.15,RU,1675668152
101,tual,-5.6667,132.75,27.13,80,77,8.62,ID,1675668392
102,ribeira grande,38.5167,-28.7,16.54,94,75,5.14,PT,1675668150
103,takoradi,4.8845,-1.7554,26.19,89,30,3.22,GH,1675668392
104,langsa,4.4683,97.9683,29.21,71,84,1.72,ID,1675668392
105,smolenka,52.1352,113.4974,-7.96,45,70,5.0,RU,1675668393
106,broome,42.2506,-75.833,4.92,68,100,2.57,US,1675668140
107,san patricio,28.017,-97.5169,18.92,93,0,3.73,US,1675668393
108,namibe,-15.1961,12.1522,21.86,79,97,1.96,AO,1675668393
109,udachnyy,66.4167,112.4,-31.42,67,100,0.71,RU,1675668368
110,vostok,46.4856,135.8833,-14.23,86,96,2.59,RU,1675668394
111,atuona,-9.8,-139.0333,25.92,79,7,6.94,PF,1675668147
112,belmonte,-15.8631,-38.8828,24.7,86,11,3.29,BR,1675668394
113,zavetnoye,47.1194,43.8903,-2.16,76,100,6.3,RU,1675668394
114,sitka,57.0531,-135.33,5.94,75,100,8.75,US,1675668200
115,pella,59.7775,30.8181,-0.97,97,100,1.63,RU,1675668394
116,norman wells,65.282,-126.8329,-23.98,77,75,1.03,CA,1675668181
117,salalah,17.0151,54.0924,27.05,54,0,1.03,OM,1675668395
118,avarua,-21.2078,-159.775,27.03,89,40,6.17,CK,1675668395
119,tautira,-17.7333,-149.15,27.09,79,45,6.77,PF,1675668395
120,pishin,30.5803,66.9961,10.62,40,0,3.08,PK,1675668396
121,cabo san lucas,22.8909,-109.9124,19.73,68,96,6.01,MX,1675668396
122,airai,-8.9266,125.4092,20.14,81,94,1.59,TL,1675668396
123,tura,25.5198,90.2201,24.94,29,0,2.75,IN,1675668396
124,chara,56.9064,118.2631,-22.04,94,98,1.5,RU,1675668397
125,newport,51.5877,-2.9984,2.06,90,12,0.79,GB,1675668229
126,san rafael,-34.6177,-68.3301,25.31,33,0,3.15,AR,1675668397
127,tevaitoa,-16.7833,-151.5,27.49,76,13,6.27,PF,1675668397
128,lata,40.1629,-8.3327,4.49,76,1,2.69,PT,1675668398
129,new norfolk,-42.7826,147.0587,21.72,44,0,4.47,AU,1675668398
130,guerrero negro,27.9769,-114.0611,14.91,83,90,8.13,MX,1675668398
131,torez,48.0388,38.5969,-3.72,73,55,6.81,UA,1675668398
132,tiznit,29.5833,-9.5,8.56,41,3,1.5,MA,1675668279
133,narsaq,60.9167,-46.05,-11.88,85,100,2.74,GL,1675668399
134,tifton,31.4505,-83.5085,11.97,90,0,2.86,US,1675668399
135,mponela,-13.5319,33.7401,22.05,88,90,2.58,MW,1675668399
136,bredasdorp,-34.5322,20.0403,22.2,78,100,7.08,ZA,1675668400
137,sao joao da barra,-21.6403,-41.0511,23.96,94,0,1.45,BR,1675668400
138,barabai,-2.5833,115.3833,30.78,62,87,1.34,ID,1675668400
139,chernyshevskiy,63.0128,112.4714,-33.26,95,83,0.4,RU,1675668401
140,keffi,8.8486,7.8736,25.63,18,100,1.08,NG,1675668401
141,ilulissat,69.2167,-51.1,-17.99,78,100,5.66,GL,1675668401
142,carnarvon,-24.8667,113.6333,28.45,61,0,8.58,AU,1675668402
143,kovernino,57.1253,43.8142,-10.94,98,99,0.55,RU,1675668402
144,mount isa,-20.7333,139.5,28.87,65,100,2.57,AU,1675668402
145,port elizabeth,-33.918,25.5701,25.17,87,75,4.12,ZA,1675668402
146,dalaba,10.7,-12.25,17.28,48,100,0.84,GN,1675668403
147,same,-4.0667,37.7333,28.88,40,6,1.55,TZ,1675668403
148,grindavik,63.8424,-22.4338,2.26,69,75,12.35,IS,1675668403
149,wajima,37.4,136.9,8.38,65,40,3.6,JP,1675668404
150,yatou,37.15,122.3833,7.47,58,2,1.71,CN,1675668404
151,kahului,20.8947,-156.47,23.01,79,40,7.2,US,1675668404
152,dalby,-27.1833,151.2667,34.99,24,90,0.89,AU,1675668405
153,husavik,66.0449,-17.3389,2.1,59,59,9.26,IS,1675668405
154,barrow,71.2906,-156.7887,-27.99,76,0,2.57,US,1675668405
155,namatanai,-3.6667,152.4333,28.58,71,100,2.41,PG,1675668405
156,alofi,-19.0595,-169.9187,23.94,94,100,1.54,NU,1675668406
157,svencioneliai,55.1667,26.0,-5.29,91,67,3.31,LT,1675668406
158,acapulco,16.8634,-99.8901,23.9,88,20,2.06,MX,1675668406
159,acari,-15.4311,-74.6158,23.23,88,62,0.8,PE,1675668193
160,ust-nera,64.5667,143.2,-37.79,100,95,0.19,RU,1675668407
161,hirara,24.8,125.2833,19.15,94,75,6.69,JP,1675668407
162,viedma,-40.8135,-62.9967,18.27,68,42,8.38,AR,1675668407
163,ancud,-41.8697,-73.8203,10.28,86,1,1.52,CL,1675668407
164,wanning,18.8003,110.3967,25.99,67,70,3.72,CN,1675668400
165,kodiak,57.79,-152.4072,0.73,80,100,3.09,US,1675668408
166,pevek,69.7008,170.3133,-38.31,100,99,1.27,RU,1675668408
167,souillac,-20.5167,57.5167,29.21,74,40,5.14,MU,1675668408
168,shepsi,44.0361,39.1489,4.13,72,100,8.89,RU,1675668409
169,chapais,49.7834,-74.8492,-22.12,100,60,1.66,CA,1675668409
170,roald,62.5833,6.1333,7.83,70,75,7.2,NO,1675668409
171,thaba-tseka,-29.522,28.6084,17.85,40,1,1.62,LS,1675668409
172,padampur,29.6833,73.6167,25.79,21,0,2.89,IN,1675668410
173,wilmington,34.2257,-77.9447,10.0,91,100,5.66,US,1675668193
174,hilo,19.7297,-155.09,22.19,91,100,2.57,US,1675668410
175,fortuna,40.5982,-124.1573,8.19,96,100,3.6,US,1675668410
176,alice springs,-23.7,133.8833,32.75,40,0,4.63,AU,1675668410
177,camacha,33.0833,-16.3333,13.68,67,75,5.66,PT,1675668356
178,bambous virieux,-20.3428,57.7575,29.56,74,40,5.14,MU,1675668220
179,artyom,40.4723,50.333,6.08,81,97,3.78,AZ,1675668411
180,pisco,-13.7,-76.2167,22.03,94,100,1.54,PE,1675668294
181,touros,-5.1989,-35.4608,25.41,83,58,3.41,BR,1675668376
182,havoysund,70.9963,24.6622,2.13,87,100,9.8,NO,1675668136
183,vuktyl,63.8567,57.3094,-19.28,98,96,1.22,RU,1675668411
184,biscarrosse,44.3945,-1.1672,1.97,87,0,4.12,FR,1675668413
185,ust-kuyga,70.0167,135.6,-41.05,100,99,1.88,RU,1675668414
186,kodinsk,58.6881,99.1844,-8.98,90,100,3.57,RU,1675668414
187,antsohihy,-14.8796,47.9875,29.21,69,24,1.62,MG,1675668414
188,nanae,41.8833,140.6833,3.13,56,75,2.57,JP,1675668414
189,sanmenxia,34.7747,111.1814,13.23,26,4,0.5,CN,1675668415
190,otradnoye,59.7775,30.8181,-0.97,97,100,1.63,RU,1675668415
191,orlik,52.5178,99.825,-13.16,84,72,0.11,RU,1675668415
192,muisne,0.6,-80.0333,24.51,91,100,1.98,EC,1675668416
193,nova floresta,-6.4553,-36.2033,19.77,96,45,2.88,BR,1675668416
194,qitaihe,45.8,130.85,-9.44,80,91,1.66,CN,1675668416
195,nouadhibou,20.931,-17.0347,14.99,51,0,6.69,MR,1675668416
196,sangar,63.9242,127.4739,-38.03,98,98,1.53,RU,1675668417
197,dolores,-36.3132,-57.6792,18.64,49,87,3.29,AR,1675668386
198,san quintin,30.4833,-115.95,13.12,83,7,10.53,MX,1675668417
199,puquio,-14.7,-74.1333,8.99,90,100,1.12,PE,1675668417
200,mancio lima,-7.6142,-72.8958,21.06,99,100,0.56,BR,1675668417
201,ghanzi,-21.5667,21.7833,23.77,68,100,0.71,BW,1675668418
202,sao gabriel da cachoeira,-0.1303,-67.0892,21.97,100,100,0.64,BR,1675668336
203,naze,28.3667,129.4833,17.51,94,100,9.94,JP,1675668419
204,hue,16.4667,107.6,27.06,74,20,2.06,VN,1675668420
205,troitsko-pechorsk,62.7084,56.1964,-19.18,99,100,0.29,RU,1675668420
206,mukhen,48.1,136.1,-13.78,79,5,3.56,RU,1675668420
207,marienburg,54.0359,19.0266,-0.62,88,100,2.23,PL,1675668420
208,dakar,14.6937,-17.4441,18.07,88,5,6.17,SN,1675668421
209,mocuba,-16.8392,36.9856,26.58,77,100,1.99,MZ,1675668421
210,tuktoyaktuk,69.4541,-133.0374,-38.17,100,90,2.37,CA,1675668421
211,caucaia,-3.7361,-38.6531,25.97,80,40,1.03,BR,1675668422
212,provideniya,64.3833,-173.3,-15.12,92,100,3.29,RU,1675668422
213,longyearbyen,78.2186,15.6401,-3.09,74,20,6.17,SJ,1675668423
214,riacho de santana,-13.6092,-42.9389,20.6,67,35,1.65,BR,1675668202
215,mochudi,-24.4167,26.15,25.33,49,14,1.94,BW,1675668423
216,makakilo city,21.3469,-158.0858,24.2,71,0,5.14,US,1675668424
217,saint-augustin,51.226,-58.6502,-17.76,92,100,2.23,CA,1675668424
218,baruun-urt,46.6806,113.2792,-10.98,78,73,2.21,MN,1675668425
219,jibuti,11.5,42.5,23.88,46,6,6.35,DJ,1675668425
220,nuuk,64.1835,-51.7216,-13.05,74,100,4.96,GL,1675668161
221,leshukonskoye,64.8989,45.7622,-19.99,100,95,2.55,RU,1675668425
222,macas,-2.3167,-78.1167,19.6,97,100,0.69,EC,1675668333
223,bodden town,19.2833,-81.25,23.29,90,0,1.97,KY,1675668426
224,torbay,47.6666,-52.7314,1.27,93,100,12.35,CA,1675668181
225,kizukuri,40.8061,140.3861,4.73,61,80,3.55,JP,1675668426
226,linxia,35.6003,103.2064,3.96,30,100,1.79,CN,1675668427
227,pacific grove,36.6177,-121.9166,10.92,83,100,1.79,US,1675668427
228,pimentel,-6.8367,-79.9342,22.16,88,0,6.69,PE,1675668428
229,krasnovishersk,60.4078,57.082,-13.87,91,47,1.44,RU,1675668428
230,murray bridge,-35.1167,139.2667,23.52,52,0,7.0,AU,1675668428
231,coihaique,-45.5752,-72.0662,12.34,66,0,2.06,CL,1675668429
232,bykovo,55.6361,38.0803,-4.77,86,100,4.0,RU,1675668429
233,shimoda,34.6667,138.95,11.2,49,100,1.14,JP,1675668429
234,tete,-16.1564,33.5867,26.05,83,75,2.06,MZ,1675668430
235,torbat-e jam,35.244,60.6225,9.61,29,24,0.95,IR,1675668430
236,mogadishu,2.0371,45.3438,27.93,74,20,9.26,SO,1675668431
237,saint-philippe,-21.3585,55.7679,30.77,74,65,5.57,RE,1675668189
238,gigmoto,13.7796,124.39,26.47,86,88,3.32,PH,1675668431
239,lagoa,39.05,-27.9833,15.2,95,100,5.2,PT,1675668432
240,sikonge,-5.6333,32.7667,21.63,77,100,1.62,TZ,1675668434
241,victoria,22.2855,114.1577,23.31,80,87,4.02,HK,1675668339
242,igrim,63.1906,64.4162,-18.49,98,100,0.81,RU,1675668435
243,lorengau,-2.0226,147.2712,28.38,76,76,1.06,PG,1675668435
244,gushikawa,26.3544,127.8686,22.0,82,75,5.14,JP,1675668437
245,nieuw amsterdam,5.8833,-55.0833,24.45,90,100,4.17,SR,1675668437
246,arraial do cabo,-22.9661,-42.0278,23.37,89,21,2.35,BR,1675668438
247,severo-kurilsk,50.6789,156.125,-3.1,64,100,9.01,RU,1675668239
248,cayenne,4.9333,-52.3333,23.02,94,75,4.12,GF,1675668438
249,morondava,-20.2833,44.2833,27.73,67,100,3.39,MG,1675668438
250,mahebourg,-20.4081,57.7,29.58,74,40,5.14,MU,1675668439
251,cherskiy,68.75,161.3,-40.57,100,99,2.36,RU,1675668439
252,nome,64.5011,-165.4064,-7.96,62,100,3.09,US,1675668440
253,banda aceh,5.5577,95.3222,27.65,73,100,0.63,ID,1675668440
254,tharad,24.3961,71.6267,26.96,39,2,2.95,IN,1675668440
255,tukrah,32.5341,20.5791,10.93,60,100,10.63,LY,1675668441
256,ixtapa,20.7,-105.2,20.68,82,31,1.27,MX,1675668441
257,krasnyye tkachi,57.4926,39.7563,-7.1,94,100,0.5,RU,1675668441
258,saint-joseph,-21.3667,55.6167,30.21,73,58,4.65,RE,1675668442
259,mwense,-10.3845,28.698,21.93,85,100,1.38,ZM,1675668442
260,ngunguru,-35.6167,174.5,19.94,90,94,2.8,NZ,1675668442
261,vologda,59.2187,39.8886,-15.81,100,100,1.67,RU,1675668443
262,pelym,61.0108,61.9978,-12.94,95,92,1.33,RU,1675668443
263,black river,18.0264,-77.8487,22.4,84,6,1.03,JM,1675668443
264,codrington,-38.2667,141.9667,18.12,62,5,4.47,AU,1675668444
265,abnub,27.2696,31.1511,13.71,46,5,6.33,EG,1675668444
266,kpandae,8.4689,-0.0113,26.66,71,100,2.4,GH,1675668444
267,arinos,-15.9169,-46.1056,21.57,83,95,0.72,BR,1675668444
268,vetlanda,57.4289,15.0776,-3.3,95,8,1.07,SE,1675668445
269,selfoss,63.9331,-20.9971,1.14,74,100,12.47,IS,1675668445
270,verkhniy baskunchak,48.2256,46.7217,-5.79,79,100,4.96,RU,1675668445
271,chicama,-7.8447,-79.1469,20.3,77,54,1.41,PE,1675668238
272,klaksvik,62.2266,-6.589,9.51,92,100,16.65,FO,1675668446
273,alihe,50.5667,123.7167,-10.03,63,13,2.13,CN,1675668446
274,sinnamary,5.3833,-52.95,24.42,87,100,5.51,GF,1675668237
275,eureka,40.8021,-124.1637,8.34,94,38,1.34,US,1675668446
276,qui nhon,13.7667,109.2333,25.11,80,100,2.47,VN,1675668321
277,shushenskoye,53.325,91.9356,-13.49,89,98,0.65,RU,1675668447
278,el dorado,38.7666,-120.5177,1.8,97,20,2.91,US,1675668447
279,port alfred,-33.5906,26.891,27.88,76,39,1.79,ZA,1675668447
280,khandyga,62.6667,135.6,-35.0,100,97,0.46,RU,1675668448
281,paamiut,61.994,-49.6678,-11.08,79,100,4.69,GL,1675668448
282,veraval,20.9,70.3667,27.4,44,0,5.09,IN,1675668448
283,clermont,49.5,2.4167,1.8,96,17,3.94,FR,1675668449
284,iqaluit,63.7506,-68.5145,-27.95,61,100,4.12,CA,1675668449
285,anloga,5.7947,0.8973,26.91,86,96,5.43,GH,1675668449
286,kisangani,0.5167,25.2,28.04,53,59,1.79,CD,1675668450
287,valdosta,30.8327,-83.2785,13.32,88,100,3.09,US,1675668450
288,mitu,1.1983,-70.1733,21.45,99,100,0.82,CO,1675668450
289,opuwo,-18.0607,13.84,21.01,44,100,1.31,NA,1675668450
290,mar del plata,-38.0023,-57.5575,23.38,89,0,4.47,AR,1675668174
291,biak,-0.9131,122.8766,28.16,61,100,1.25,ID,1675668451
292,sembakung,3.8167,117.25,29.73,66,95,2.45,ID,1675668451
293,chulman,56.8479,124.9104,-28.4,90,100,3.54,RU,1675668451
294,barberton,-25.7884,31.0532,27.88,53,1,1.9,ZA,1675668451
295,caraguatatuba,-23.6338,-45.4899,23.52,93,100,1.86,BR,1675668452
296,turukhansk,65.8167,87.9833,-18.76,98,100,1.76,RU,1675668454
297,tikapur,28.5,81.1333,24.42,33,0,2.8,NP,1675668454
298,sri aman,1.2376,111.4621,28.03,89,40,0.0,MY,1675668454
299,vavoua,7.3819,-6.4778,22.2,84,72,1.58,CI,1675668454
300,shelburne,44.0787,-80.2041,-1.16,96,100,3.31,CA,1675668455
301,tsabong,-26.0217,22.401,27.1,51,100,5.4,BW,1675668455
302,vanavara,60.34,102.2797,-10.19,91,100,3.16,RU,1675668455
303,krasnoslobodsk,48.7072,44.5714,-7.1,86,75,5.0,RU,1675668456
304,kampong cham,11.9934,105.4635,34.46,36,12,2.01,KH,1675668456
305,lokosovo,61.1333,74.8167,-13.83,92,100,0.81,RU,1675668456
306,araouane,18.9048,-3.5265,14.93,21,6,3.84,ML,1675668457
307,lengshuitan,26.4111,111.5956,11.22,85,100,0.94,CN,1675668457
308,georgetown,5.4112,100.3354,24.97,94,40,2.57,MY,1675668457
309,broken hill,-31.95,141.4333,30.36,19,0,6.0,AU,1675668457
310,pochutla,15.7432,-96.4661,22.12,60,0,1.69,MX,1675668458
311,constitucion,-35.3333,-72.4167,15.31,81,0,2.42,CL,1675668174
312,maningrida,-12.0667,134.2667,29.59,56,100,1.76,AU,1675668458
313,bambanglipuro,-7.95,110.2833,27.6,75,100,5.35,ID,1675668458
314,ostrovnoy,68.0531,39.5131,-8.66,85,100,8.83,RU,1675668459
315,lazaro cardenas,17.9583,-102.2,21.68,89,0,1.98,MX,1675668459
316,vershino-darasunskiy,52.35,115.5167,-12.05,64,5,3.89,RU,1675668459
317,olinda,-8.0089,-34.8553,23.85,88,75,2.06,BR,1675668460
318,aasiaat,68.7098,-52.8699,-22.89,94,100,4.39,GL,1675668460
319,chipinge,-20.1883,32.6236,24.27,48,0,1.64,ZW,1675668460
320,umm kaddadah,13.6017,26.6876,23.4,14,32,6.77,SD,1675668315
321,uvalde,29.3669,-99.767,12.29,87,0,2.06,US,1675668461
322,russell,32.3502,-85.1999,9.78,100,0,0.0,US,1675668461
323,hargeysa,9.56,44.065,21.72,17,25,6.05,SO,1675668461
324,maumere,-8.6199,122.2111,26.9,82,96,5.91,ID,1675668461
325,norsup,-16.0667,167.3833,27.84,78,100,5.31,VU,1675668462
326,zhanaozen,43.3,52.8,4.21,61,21,7.66,KZ,1675668462
327,kemri,28.8167,79.2167,23.46,31,0,3.48,IN,1675668462
328,margate,51.3813,1.3862,4.61,90,12,2.91,GB,1675668463
329,umm lajj,25.0213,37.2685,20.48,53,9,1.1,SA,1675668463
330,eyrarbakki,63.863,-21.1481,1.23,72,100,13.77,IS,1675668463
331,hofn,64.2539,-15.2082,4.74,82,82,14.31,IS,1675668463
332,thompson,55.7435,-97.8558,-11.91,85,100,1.54,CA,1675668464
333,kilindoni,-7.9139,39.6668,27.64,74,100,4.39,TZ,1675668439
334,latung,5.5,120.8833,27.71,70,7,1.38,PH,1675668464
335,bria,6.5423,21.9863,27.54,15,99,1.82,CF,1675668464
336,odesskoye,54.2111,72.9651,-15.64,96,88,2.13,RU,1675668465
337,victor harbor,-35.5667,138.6167,23.71,74,0,5.69,AU,1675668465
338,toamasina,-18.1667,49.3833,27.0,83,75,3.6,MG,1675668465
339,cuite,-6.4836,-36.1536,19.78,96,48,2.72,BR,1675668465
340,itarema,-2.9248,-39.9167,24.45,89,34,2.88,BR,1675668466
341,greytown,-29.0642,30.5928,22.15,61,37,0.55,ZA,1675668466
342,saskatoon,52.1168,-106.6345,-2.01,92,100,2.06,CA,1675668240
343,sovetskaya,44.7769,41.1722,-0.44,71,100,7.59,RU,1675668466
344,yinchuan,38.4681,106.2731,4.87,18,4,0.53,CN,1675668467
345,solnechnyy,50.7214,136.6319,-17.84,96,97,1.55,RU,1675668467
346,shatrovo,56.5167,64.6333,-11.33,93,99,1.02,RU,1675668467
347,praia da vitoria,38.7333,-27.0667,16.53,88,75,5.87,PT,1675668467
348,saint george,37.1041,-113.5841,4.41,86,0,2.06,US,1675668468
349,dahanu,19.9667,72.7333,27.78,33,14,6.07,IN,1675668468
350,katangli,51.7102,143.2326,-15.38,86,100,3.34,RU,1675668468
351,qena,26.1615,32.7183,14.87,37,0,4.09,EG,1675668468
352,bahir dar,11.5936,37.3908,24.01,22,22,1.3,ET,1675668469
353,siva,29.2041,25.5195,9.59,53,0,9.32,EG,1675668469
354,sorata,-15.7667,-68.6333,6.0,98,100,0.97,BO,1675668469
355,restrepo,3.822,-76.5224,17.19,95,100,0.82,CO,1675668470
356,bairiki,1.3292,172.9752,28.0,78,75,5.66,KI,1675668470
357,darnah,32.767,22.6367,9.42,74,100,7.82,LY,1675668470
358,nantucket,41.2835,-70.0995,7.3,96,75,3.6,US,1675668470
359,vanimo,-2.6741,141.3028,27.0,84,100,1.67,PG,1675668471
360,kununurra,-15.7667,128.7333,35.99,28,12,2.57,AU,1675668471
361,chateau-gontier,47.8333,-0.7,1.09,92,7,3.41,FR,1675668471
362,gashua,12.871,11.0482,22.27,20,100,4.71,NG,1675668472
363,shache,38.4167,77.2406,-0.72,54,100,1.06,CN,1675668472
364,storforshei,66.4043,14.5233,1.48,97,100,1.79,NO,1675668472
365,three hills,51.7001,-113.2686,0.66,74,79,5.14,CA,1675668301
366,east london,-33.0153,27.9116,25.52,78,75,3.09,ZA,1675668472
